#MsgID    Audience Date       Time(milli)  PID   TID   Quoted 
000002D0 Prog.    2019-11-22 00:11:16.024   697   707 "DSK: [nvme0n1] r/s=0.0 kr/s=0.0 w/s=1.6 kw/s=8.8 bsy=0 [sdb] r/s=0.0 kr/s=0.0 w/s=0.0 kw/s=0.0 bsy=0 [sda] r/s=0.0 kr/s=0.0 w/s=3.2 kw/s=30.6 bsy=0 NIC: [eth0] rxp/s=0.1 rxk/s=0.0 txp/s=0.1 txk/s=0.0 rxerrs=0 rxdrps=0 txerrs=0 txdrps=0 CPU: usr=0 sys=0 iow=0 idle=99"
000002D1 Prog.    2019-11-22 00:12:16.026   697   707 "SYS: LPT=17 APT=0 PU=  0% MU= 45% MAL=1480912896 MMP=1479704576 SBK=1208320 TOT=1446724K RAM=15791752K SWP=20996K"
000002D2 Prog.    2019-11-22 00:12:16.026   697   707 "DSK: [nvme0n1] r/s=0.0 kr/s=0.0 w/s=0.0 kw/s=0.0 bsy=0 [sdb] r/s=0.0 kr/s=0.0 w/s=0.0 kw/s=0.0 bsy=0 [sda] r/s=0.0 kr/s=0.0 w/s=4.1 kw/s=42.8 bsy=0 NIC: [eth0] rxp/s=0.3 rxk/s=0.0 txp/s=0.2 txk/s=0.0 rxerrs=0 rxdrps=0 txerrs=0 txdrps=0 CPU: usr=0 sys=0 iow=0 idle=99"
000002D3 Prog.    2019-11-22 00:13:16.028   697   707 "SYS: LPT=17 APT=0 PU=  0% MU= 45% MAL=1480912896 MMP=1479704576 SBK=1208320 TOT=1446724K RAM=15765284K SWP=20996K"
000002D4 Prog.    2019-11-22 00:13:16.029   697   707 "DSK: [nvme0n1] r/s=0.0 kr/s=0.0 w/s=0.1 kw/s=0.3 bsy=0 [sdb] r/s=0.0 kr/s=0.0 w/s=0.0 kw/s=0.0 bsy=0 [sda] r/s=0.0 kr/s=0.0 w/s=3.2 kw/s=42.9 bsy=0 NIC: [eth0] rxp/s=0.1 rxk/s=0.0 txp/s=0.1 txk/s=0.0 rxerrs=0 rxdrps=0 txerrs=0 txdrps=0 CPU: usr=0 sys=0 iow=0 idle=99"
000002D5 Prog.    2019-11-22 00:14:16.031   697   707 "SYS: LPT=17 APT=0 PU=  0% MU= 45% MAL=1480912896 MMP=1479704576 SBK=1208320 TOT=1446724K RAM=15787704K SWP=20996K"
000002D6 Prog.    2019-11-22 00:14:16.031   697   707 "DSK: [nvme0n1] r/s=0.1 kr/s=6.1 w/s=0.0 kw/s=0.1 bsy=0 [sdb] r/s=0.0 kr/s=0.0 w/s=0.0 kw/s=0.0 bsy=0 [sda] r/s=0.0 kr/s=0.0 w/s=3.3 kw/s=26.3 bsy=0 NIC: [eth0] rxp/s=0.2 rxk/s=0.0 txp/s=0.2 txk/s=0.0 rxerrs=0 rxdrps=0 txerrs=0 txdrps=0 CPU: usr=0 sys=0 iow=0 idle=99"
000002D7 Prog.    2019-11-22 08:47:01.109   697   707 "SYS: LPT=17 APT=0 PU=  1% MU= 47% MAL=1480912896 MMP=1479704576 SBK=1208320 TOT=1446724K RAM=16609448K SWP=17232K"
000002D8 Prog.    2019-11-22 08:47:01.109   697   707 "DSK: [nvme0n1] r/s=0.0 kr/s=0.0 w/s=0.0 kw/s=0.0 bsy=0 [sdb] r/s=0.0 kr/s=0.0 w/s=0.0 kw/s=0.0 bsy=0 [sda] r/s=0.0 kr/s=0.0 w/s=0.0 kw/s=0.0 bsy=0 NIC: [eth0] rxp/s=0.0 rxk/s=0.0 txp/s=0.0 txk/s=0.0 rxerrs=0 rxdrps=0 txerrs=0 txdrps=0 CPU: usr=0 sys=0 iow=1 idle=0"
000002D9 User     2019-11-22 08:47:02.135   697   697 "Shutdown received"
000002DA Prog.    2019-11-22 08:47:03.098   697   697 "Stopped watchdog"
000002DB User     2019-11-22 08:47:03.098   697   697 "KJService stop()"
00000000 Prog.    2019-11-22 08:47:03.928   937   937 "Opened log file //10.173.2.4/data/logs/mydockerthor_thorslave2/mythor2/thorslave.2.2019_11_22.log"
00000001 Prog.    2019-11-22 08:47:03.928   937   937 "Build community_7.6.15-closedown0Debug[heads/candidate-7.6.x-0-g404662-dirty]"
00000002 Prog.    2019-11-22 08:47:03.935   937   937 "registering 10.173.2.4:21100 - master 10.173.2.2:21000"
00000003 User     2019-11-22 08:47:04.119   937   937 "Initialization received"
00000004 User     2019-11-22 08:47:04.119   937   937 "Strand defaults: numStrands=0, blockSize=512"
00000005 User     2019-11-22 08:47:04.119   937   937 "Master build: community_7.6.15-closedown0Debug[heads/candidate-7.6.x-0-g404662-dirty]"
00000006 User     2019-11-22 08:47:04.120   937   937 "Registration confirmation sent"
00000007 User     2019-11-22 08:47:04.120   937   937 "verifying mp connection to rest of cluster"
00000008 User     2019-11-22 08:47:04.220   937   937 "verified mp connection to rest of cluster"
00000009 Prog.    2019-11-22 08:47:04.220   937   937 "registered 10.173.2.4:21100"
0000000A User     2019-11-22 08:47:04.220   937   937 "setIORetryCount set to : 0"
0000000B User     2019-11-22 08:47:04.221   937   937 "Disk space: /var/lib/HPCCSystems/hpcc-data/thor = 369196 MB, /var/lib/HPCCSystems/hpcc-mirror/thor = 369196 MB, /var/lib/HPCCSystems/mythor2/temp = 428045 MB"
0000000C Prog.    2019-11-22 08:47:04.221   937   937 "ThorSlave Version LCR - 4.1 started"
0000000D Prog.    2019-11-22 08:47:04.221   937   937 "Slave 10.173.2.4:21100 - temporary dir set to : /var/lib/HPCCSystems/mythor2/temp/21100/"
0000000E User     2019-11-22 08:47:04.221   937   937 "Using querySo directory: /var/lib/HPCCSystems/queries/mythor2_21100"
0000000F User     2019-11-22 08:47:04.222   937   937 "list disks: Creating PIPE program process : 'lsblk -o TYPE,MAJ:MIN --pairs' - hasinput=0, hasoutput=1 stderrbufsize=8192"
00000010 User     2019-11-22 08:47:04.234   937   937 "list disks: Pipe: process 945 complete 0"
00000011 Prog.    2019-11-22 08:47:04.237   937   937 "RoxieMemMgr: Setting memory limit to 1258291200 bytes (4800 pages)"
00000012 Prog.    2019-11-22 08:47:04.237   937   937 "Transparent huge pages used for roxiemem heap"
00000013 Prog.    2019-11-22 08:47:04.237   937   937 "Memory released to OS in 8192k blocks"
00000014 Prog.    2019-11-22 08:47:04.237   937   937 "RoxieMemMgr: 4800 Pages successfully allocated for the pool - memsize=1258291200 base=0x7f2370e00000 alignment=262144 bitmapSize=150"
00000015 User     2019-11-22 08:47:04.238   937   937 "FileCache: limit = 1800, purgeN = 10"
00000016 Prog.    2019-11-22 08:47:04.238   937   948 "priority set id=139791704565504 policy=0 pri=0 PID=937"
00000017 User     2019-11-22 08:47:04.238   937   937 "Slave log 2 contains slave: 2"
00000018 User     2019-11-22 08:47:04.238   937   937 "Roxiemem stats: Heap size 4800 pages, 4800 free, largest block 4800"
00000019 User     2019-11-22 08:47:04.239   937   937 "Heap usage (excluding Roxiemem) : 54616064 bytes"
0000001A Prog.    2019-11-22 08:47:04.239   937   950 "Watchdog: thread running"
0000001B Prog.    2019-11-22 08:48:04.240   937   947 "SYS: LPT=17 APT=0 PU=  2% MU= 47% MAL=1321431040 MMP=1320517632 SBK=913408 TOT=1290980K RAM=16702596K SWP=17236K"
0000001C Prog.    2019-11-22 08:48:04.241   937   947 "klogctl SYSLOG_ACTION_READ_ALL error 1"
0000001D Prog.    2019-11-22 08:49:04.243   937   947 "SYS: LPT=17 APT=0 PU=  0% MU= 47% MAL=1321431040 MMP=1320517632 SBK=913408 TOT=1290980K RAM=16589124K SWP=17236K"
0000001E Prog.    2019-11-22 08:49:04.243   937   947 "DSK: [nvme0n1] r/s=0.0 kr/s=0.0 w/s=0.0 kw/s=0.0 bsy=0 [sdb] r/s=0.0 kr/s=0.0 w/s=0.0 kw/s=0.0 bsy=0 [sda] r/s=0.0 kr/s=0.0 w/s=6.9 kw/s=76.8 bsy=0 NIC: [eth0] rxp/s=0.2 rxk/s=0.0 txp/s=0.2 txk/s=0.0 rxerrs=0 rxdrps=0 txerrs=0 txdrps=0 CPU: usr=0 sys=0 iow=0 idle=99"
0000001F Prog.    2019-11-22 08:49:04.243   937   947 "klogctl SYSLOG_ACTION_READ_ALL error 1"
00000020 Prog.    2019-11-22 08:50:04.245   937   947 "SYS: LPT=17 APT=0 PU=  0% MU= 47% MAL=1321431040 MMP=1320517632 SBK=913408 TOT=1290980K RAM=16573200K SWP=17236K"
00000021 Prog.    2019-11-22 08:50:04.246   937   947 "DSK: [nvme0n1] r/s=0.1 kr/s=1.7 w/s=0.0 kw/s=0.0 bsy=0 [sdb] r/s=0.0 kr/s=0.0 w/s=0.0 kw/s=0.0 bsy=0 [sda] r/s=0.3 kr/s=1.1 w/s=4.3 kw/s=59.1 bsy=0 NIC: [eth0] rxp/s=0.2 rxk/s=0.0 txp/s=0.2 txk/s=0.0 rxerrs=0 rxdrps=0 txerrs=0 txdrps=0 CPU: usr=0 sys=0 iow=0 idle=99"
00000022 Prog.    2019-11-22 08:50:04.246   937   947 "klogctl SYSLOG_ACTION_READ_ALL error 1"
00000023 Prog.    2019-11-22 08:51:04.248   937   947 "SYS: LPT=17 APT=0 PU=  0% MU= 47% MAL=1321431040 MMP=1320517632 SBK=913408 TOT=1290980K RAM=16541668K SWP=17236K"
00000024 Prog.    2019-11-22 08:51:04.249   937   947 "DSK: [nvme0n1] r/s=0.0 kr/s=0.0 w/s=0.0 kw/s=0.0 bsy=0 [sdb] r/s=0.0 kr/s=0.0 w/s=0.0 kw/s=0.0 bsy=0 [sda] r/s=0.2 kr/s=0.9 w/s=4.2 kw/s=35.8 bsy=0 NIC: [eth0] rxp/s=0.2 rxk/s=0.0 txp/s=0.2 txk/s=0.0 rxerrs=0 rxdrps=0 txerrs=0 txdrps=0 CPU: usr=0 sys=0 iow=0 idle=99"
00000025 Prog.    2019-11-22 08:51:04.249   937   947 "klogctl SYSLOG_ACTION_READ_ALL error 1"
00000026 Prog.    2019-11-22 08:52:04.250   937   947 "SYS: LPT=17 APT=0 PU=  0% MU= 47% MAL=1321431040 MMP=1320517632 SBK=913408 TOT=1290980K RAM=16582152K SWP=17236K"
00000027 Prog.    2019-11-22 08:52:04.251   937   947 "DSK: [nvme0n1] r/s=0.0 kr/s=0.0 w/s=0.1 kw/s=0.5 bsy=0 [sdb] r/s=0.0 kr/s=0.0 w/s=0.0 kw/s=0.0 bsy=0 [sda] r/s=0.0 kr/s=0.0 w/s=3.9 kw/s=42.7 bsy=0 NIC: [eth0] rxp/s=0.2 rxk/s=0.0 txp/s=0.2 txk/s=0.0 rxerrs=0 rxdrps=0 txerrs=0 txdrps=0 CPU: usr=0 sys=0 iow=0 idle=99"
00000028 Prog.    2019-11-22 08:52:04.251   937   947 "klogctl SYSLOG_ACTION_READ_ALL error 1"
00000029 Prog.    2019-11-22 08:53:04.253   937   947 "SYS: LPT=17 APT=0 PU=  0% MU= 47% MAL=1321431040 MMP=1320517632 SBK=913408 TOT=1290980K RAM=16549440K SWP=17236K"
0000002A Prog.    2019-11-22 08:53:04.254   937   947 "DSK: [nvme0n1] r/s=0.0 kr/s=0.0 w/s=0.0 kw/s=0.0 bsy=0 [sdb] r/s=0.0 kr/s=0.0 w/s=0.0 kw/s=0.0 bsy=0 [sda] r/s=0.0 kr/s=0.0 w/s=3.9 kw/s=45.4 bsy=0 NIC: [eth0] rxp/s=0.2 rxk/s=0.0 txp/s=0.2 txk/s=0.0 rxerrs=0 rxdrps=0 txerrs=0 txdrps=0 CPU: usr=0 sys=0 iow=0 idle=99"
0000002B Prog.    2019-11-22 08:54:04.255   937   947 "SYS: LPT=17 APT=0 PU=  0% MU= 47% MAL=1321431040 MMP=1320517632 SBK=913408 TOT=1290980K RAM=16591252K SWP=17236K"
0000002C Prog.    2019-11-22 08:54:04.256   937   947 "DSK: [nvme0n1] r/s=0.0 kr/s=0.0 w/s=0.0 kw/s=0.0 bsy=0 [sdb] r/s=0.0 kr/s=0.0 w/s=0.0 kw/s=0.0 bsy=0 [sda] r/s=0.0 kr/s=0.0 w/s=5.1 kw/s=101.0 bsy=0 NIC: [eth0] rxp/s=0.2 rxk/s=0.0 txp/s=0.2 txk/s=0.0 rxerrs=0 rxdrps=0 txerrs=0 txdrps=0 CPU: usr=0 sys=0 iow=0 idle=99"
0000002D Prog.    2019-11-22 08:55:04.258   937   947 "SYS: LPT=17 APT=0 PU=  0% MU= 47% MAL=1321431040 MMP=1320517632 SBK=913408 TOT=1290980K RAM=16548664K SWP=17236K"
0000002E Prog.    2019-11-22 08:55:04.259   937   947 "DSK: [nvme0n1] r/s=0.0 kr/s=0.0 w/s=0.0 kw/s=0.0 bsy=0 [sdb] r/s=0.0 kr/s=0.0 w/s=0.0 kw/s=0.0 bsy=0 [sda] r/s=0.0 kr/s=0.0 w/s=4.2 kw/s=50.0 bsy=0 NIC: [eth0] rxp/s=0.2 rxk/s=0.0 txp/s=0.2 txk/s=0.0 rxerrs=0 rxdrps=0 txerrs=0 txdrps=0 CPU: usr=0 sys=0 iow=0 idle=99"
0000002F Prog.    2019-11-22 08:56:04.260   937   947 "SYS: LPT=17 APT=0 PU=  0% MU= 47% MAL=1321431040 MMP=1320517632 SBK=913408 TOT=1290980K RAM=16553840K SWP=17236K"
00000030 Prog.    2019-11-22 08:56:04.261   937   947 "DSK: [nvme0n1] r/s=0.0 kr/s=0.0 w/s=0.0 kw/s=0.0 bsy=0 [sdb] r/s=0.0 kr/s=0.0 w/s=0.0 kw/s=0.0 bsy=0 [sda] r/s=0.0 kr/s=0.0 w/s=3.6 kw/s=39.8 bsy=0 NIC: [eth0] rxp/s=0.2 rxk/s=0.0 txp/s=0.2 txk/s=0.0 rxerrs=0 rxdrps=0 txerrs=0 txdrps=0 CPU: usr=0 sys=0 iow=0 idle=99"
00000031 Prog.    2019-11-22 08:57:04.263   937   947 "SYS: LPT=17 APT=0 PU=  0% MU= 47% MAL=1321431040 MMP=1320517632 SBK=913408 TOT=1290980K RAM=16470432K SWP=17236K"
00000032 Prog.    2019-11-22 08:57:04.264   937   947 "DSK: [nvme0n1] r/s=0.3 kr/s=8.3 w/s=0.0 kw/s=0.5 bsy=0 [sdb] r/s=0.0 kr/s=0.0 w/s=0.0 kw/s=0.0 bsy=0 [sda] r/s=0.4 kr/s=18.1 w/s=5.7 kw/s=128.0 bsy=0 NIC: [eth0] rxp/s=0.2 rxk/s=0.0 txp/s=0.2 txk/s=0.0 rxerrs=0 rxdrps=0 txerrs=0 txdrps=0 CPU: usr=0 sys=0 iow=0 idle=99"
00000033 Prog.    2019-11-22 08:58:04.265   937   947 "SYS: LPT=17 APT=0 PU=  1% MU= 47% MAL=1321431040 MMP=1320517632 SBK=913408 TOT=1290980K RAM=16599876K SWP=17236K"
00000034 Prog.    2019-11-22 08:58:04.266   937   947 "DSK: [nvme0n1] r/s=0.3 kr/s=4.8 w/s=0.2 kw/s=0.7 bsy=0 [sdb] r/s=0.0 kr/s=0.0 w/s=0.0 kw/s=0.0 bsy=0 [sda] r/s=1.0 kr/s=31.1 w/s=14.4 kw/s=425.3 bsy=2 NIC: [eth0] rxp/s=0.2 rxk/s=0.0 txp/s=0.2 txk/s=0.0 rxerrs=0 rxdrps=0 txerrs=0 txdrps=0 CPU: usr=0 sys=0 iow=0 idle=98"
00000035 Prog.    2019-11-22 08:59:04.268   937   947 "SYS: LPT=17 APT=0 PU=  0% MU= 47% MAL=1321431040 MMP=1320517632 SBK=913408 TOT=1290980K RAM=16596332K SWP=17236K"
00000036 Prog.    2019-11-22 08:59:04.269   937   947 "DSK: [nvme0n1] r/s=0.0 kr/s=0.0 w/s=0.0 kw/s=0.0 bsy=0 [sdb] r/s=0.0 kr/s=0.0 w/s=0.0 kw/s=0.0 bsy=0 [sda] r/s=0.0 kr/s=0.1 w/s=3.3 kw/s=42.0 bsy=0 NIC: [eth0] rxp/s=0.2 rxk/s=0.0 txp/s=0.2 txk/s=0.0 rxerrs=0 rxdrps=0 txerrs=0 txdrps=0 CPU: usr=0 sys=0 iow=0 idle=99"
00000037 Prog.    2019-11-22 09:00:04.270   937   947 "SYS: LPT=17 APT=0 PU=  0% MU= 47% MAL=1321431040 MMP=1320517632 SBK=913408 TOT=1290980K RAM=16652636K SWP=17236K"
00000038 Prog.    2019-11-22 09:00:04.270   937   947 "DSK: [nvme0n1] r/s=0.1 kr/s=1.1 w/s=0.2 kw/s=2.0 bsy=0 [sdb] r/s=0.0 kr/s=0.0 w/s=0.0 kw/s=0.0 bsy=0 [sda] r/s=0.0 kr/s=0.0 w/s=4.2 kw/s=43.0 bsy=0 NIC: [eth0] rxp/s=0.2 rxk/s=0.0 txp/s=0.2 txk/s=0.0 rxerrs=0 rxdrps=0 txerrs=0 txdrps=0 CPU: usr=0 sys=0 iow=0 idle=99"
00000039 Prog.    2019-11-22 09:01:04.272   937   947 "SYS: LPT=17 APT=0 PU=  0% MU= 47% MAL=1321431040 MMP=1320517632 SBK=913408 TOT=1290980K RAM=16597424K SWP=17236K"
0000003A Prog.    2019-11-22 09:01:04.272   937   947 "DSK: [nvme0n1] r/s=0.8 kr/s=10.2 w/s=2.0 kw/s=10.5 bsy=0 [sdb] r/s=0.0 kr/s=0.0 w/s=0.0 kw/s=0.0 bsy=0 [sda] r/s=0.1 kr/s=0.9 w/s=4.0 kw/s=37.8 bsy=0 NIC: [eth0] rxp/s=0.2 rxk/s=0.0 txp/s=0.2 txk/s=0.0 rxerrs=0 rxdrps=0 txerrs=0 txdrps=0 CPU: usr=0 sys=0 iow=0 idle=99"
0000003B Prog.    2019-11-22 09:02:04.274   937   947 "SYS: LPT=17 APT=0 PU=  0% MU= 47% MAL=1321431040 MMP=1320517632 SBK=913408 TOT=1290980K RAM=16657332K SWP=17236K"
0000003C Prog.    2019-11-22 09:02:04.275   937   947 "DSK: [nvme0n1] r/s=0.1 kr/s=0.2 w/s=0.2 kw/s=1.3 bsy=0 [sdb] r/s=0.0 kr/s=0.0 w/s=0.0 kw/s=0.0 bsy=0 [sda] r/s=0.4 kr/s=10.5 w/s=5.2 kw/s=70.3 bsy=0 NIC: [eth0] rxp/s=0.2 rxk/s=0.0 txp/s=0.2 txk/s=0.0 rxerrs=0 rxdrps=0 txerrs=0 txdrps=0 CPU: usr=0 sys=0 iow=0 idle=99"
0000003D Prog.    2019-11-22 09:03:04.277   937   947 "SYS: LPT=17 APT=0 PU=  1% MU= 47% MAL=1321431040 MMP=1320517632 SBK=913408 TOT=1290980K RAM=16683044K SWP=17236K"
0000003E Prog.    2019-11-22 09:03:04.277   937   947 "DSK: [nvme0n1] r/s=0.2 kr/s=2.2 w/s=1.1 kw/s=5.1 bsy=0 [sdb] r/s=0.0 kr/s=0.0 w/s=0.0 kw/s=0.0 bsy=0 [sda] r/s=0.1 kr/s=2.0 w/s=4.6 kw/s=61.6 bsy=0 NIC: [eth0] rxp/s=0.1 rxk/s=0.0 txp/s=0.1 txk/s=0.0 rxerrs=0 rxdrps=0 txerrs=0 txdrps=0 CPU: usr=0 sys=0 iow=0 idle=98"
0000003F Prog.    2019-11-22 09:04:04.279   937   947 "SYS: LPT=17 APT=0 PU=  1% MU= 47% MAL=1321431040 MMP=1320517632 SBK=913408 TOT=1290980K RAM=16703224K SWP=17236K"
